# firn-dom-soak v1 variante=gc
# spalten: t_ms	zyklen	rss_kib	lebende	sammellaeufe	heap_bytes	pause_max_ns
61377	54500000	1364	11	25778	1310720	3046957
61491	54600000	1364	10	25826	1310720	3046957
61604	54700000	1364	8	25873	1310720	3046957
61716	54800000	1364	12	25920	1310720	3046957
61835	54900000	1364	11	25967	1310720	3046957
61952	55000000	1364	10	26015	1310720	3046957
62067	55100000	1364	8	26062	1310720	3046957
62179	55200000	1364	12	26109	1310720	3046957
62297	55300000	1364	12	26157	1310720	3046957
62413	55400000	1364	10	26204	1310720	3046957
62524	55500000	1364	8	26251	1310720	3046957
62640	55600000	1364	7	26299	1310720	3046957
62749	55700000	1364	12	26346	1310720	3046957
62861	55800000	1364	10	26393	1310720	3046957
62971	55900000	1364	8	26440	1310720	3046957
63081	56000000	1364	7	26488	1310720	3046957
63192	56100000	1364	12	26535	1310720	3046957
63305	56200000	1364	10	26582	1310720	3046957
63413	56300000	1364	9	26630	1310720	3046957
63525	56400000	1364	7	26677	1310720	3046957
63637	56500000	1364	12	26724	1310720	3046957
63752	56600000	1364	11	26772	1310720	3046957
63867	56700000	1364	9	26819	1310720	3046957
63989	56800000	1364	7	26866	1310720	3046957
64105	56900000	1364	12	26913	1310720	3046957
64224	57000000	1364	11	26961	1310720	3046957
64336	57100000	1364	9	27008	1310720	3046957
64447	57200000	1364	7	27055	1310720	3046957
64556	57300000	1364	12	27103	1310720	3046957
64672	57400000	1364	11	27150	1310720	3046957
64783	57500000	1364	9	27197	1310720	3046957
64897	57600000	1364	8	27245	1310720	3046957
65007	57700000	1364	12	27292	1310720	3046957
65121	57800000	1364	11	27339	1310720	3046957
65237	57900000	1364	9	27386	1310720	3046957
65351	58000000	1364	8	27434	1310720	3046957
65465	58100000	1364	12	27481	1310720	3046957
65578	58200000	1364	11	27528	1310720	3046957
65695	58300000	1364	10	27576	1310720	3046957
65806	58400000	1364	8	27623	1310720	3046957
65920	58500000	1364	12	27670	1310720	3046957
66035	58600000	1364	12	27718	1310720	3046957
66152	58700000	1364	10	27765	1310720	3046957
66270	58800000	1364	8	27812	1310720	3046957
66380	58900000	1364	12	27859	1310720	3046957
66497	59000000	1364	12	27907	1310720	3046957
66610	59100000	1364	10	27954	1310720	3046957
66724	59200000	1364	8	28001	1310720	3046957
66836	59300000	1364	7	28049	1310720	3046957
66944	59400000	1364	12	28096	1310720	3046957
67058	59500000	1364	10	28143	1310720	3046957
67172	59600000	1364	9	28191	1310720	3046957
67290	59700000	1364	7	28238	1310720	3046957
67403	59800000	1364	12	28285	1310720	3046957
67529	59900000	1364	10	28332	1310720	3542762
67646	60000000	1364	9	28380	1310720	3542762
67763	60100000	1364	7	28427	1310720	3542762
67878	60200000	1364	12	28474	1310720	3542762
67994	60300000	1364	11	28522	1310720	3542762
68106	60400000	1364	9	28569	1310720	3542762
