# firn-gc-frag v1 mode=0 (0=replace/flat, 1=keep/must grow)
# columns: t_ms rounds rss_kib live heap_bytes live_bytes collections pause_ns_max asked
319842	5298500	4664	1982	4636672	361504	8479	60910167	20598130416
322619	5348500	16412	2089	16662528	5225520	8559	60910167	20790536248
325525	5398500	2644	1968	2564096	353664	8640	60910167	20986207192
328438	5448500	20488	2088	20836352	5318624	8719	60910167	21180678656
331248	5498500	4900	1979	4878336	388208	8799	60910167	21376793616
338182	5548500	16788	2072	17047552	4962336	8880	101755903	21569860104
342186	5598500	3156	1973	3088384	346640	8961	101755903	21765551928
344866	5648500	16944	2085	17207296	5110128	9040	101755903	21957671120
347571	5698500	2900	1972	2826240	357504	9121	101755903	22153624808
351761	5748500	20788	2070	21143552	5279904	9200	101755903	22346940152
355468	5798500	2640	1974	2560000	349984	9281	129590264	22542744536
358752	5848500	15240	2063	15462400	5189808	9360	129590264	22735295120
361590	5898500	4460	1975	4427776	363728	9440	129590264	22932179048
364821	5948500	19924	2089	20258816	5304368	9520	129590264	23126037032
367587	5998500	5044	1983	5025792	427120	9601	129590264	23322269464
370476	6048500	15640	2084	15872000	4906752	9682	129590264	23515738192
373569	6098500	4760	1997	4734976	434512	9762	129590264	23711276288
377019	6148500	16060	2078	16302080	5068640	9843	129590264	23904610328
379445	6198500	2724	1970	2646016	362496	9924	129590264	24099383944
382134	6248500	15168	2093	15388672	4946832	10003	129590264	24291558416
384968	6298500	2820	1966	2744320	358016	10083	129590264	24486777544
389286	6348500	15480	2081	15708160	5047664	10162	129590264	24678714424
392322	6398500	4604	1996	4575232	408160	10241	129590264	24873621488
395108	6448500	19616	2086	19943424	5163360	10320	129590264	25065572160
399503	6498500	3032	1984	2965504	374688	10401	129590264	25261698768
402731	6548500	16940	2086	17203200	5048448	10480	129590264	25454922464
405540	6598500	2864	1967	2789376	348784	10561	129590264	25650049784
